('002063', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300667', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601967', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600580', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002063', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601967', 3, <type 'exceptions.Exception'>, ':', HTTPError())('300666', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600580', 3, <type 'exceptions.Exception'>, ':', HTTPError())

('002060', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002060', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601967', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300666', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600583', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002060', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('600583', 3, <type 'exceptions.Exception'>, ':', HTTPError())('601968', 3, <type 'exceptions.Exception'>, ':', HTTPError())

('300666', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002061', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601968', 2, <type 'exceptions.Exception'>, ':', HTTPError())('600583', 2, <type 'exceptions.Exception'>, ':', HTTPError())

('300665', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002061', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601968', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300665', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600582', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002061', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601969', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300665', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600582', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002066', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300665', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300665', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002066', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300664', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002066', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601969', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600585', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300664', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('600585', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002067', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601969', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300663', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002067', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('600585', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601775', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300663', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002067', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('600584', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601775', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300663', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002064', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600584', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601775', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300662', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600584', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002064', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300662', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601774', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('600584', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601774', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300662', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601326', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601774', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300661', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601777', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601326', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300661', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601327', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601777', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300661', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601777', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601324', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300660', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601324', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601777', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300278', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601324', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601776', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300278', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002065', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601325', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300278', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601776', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002475', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300278', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601325', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002475', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300278', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601322', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002475', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300279', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002474', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601322', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300279', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601451', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002474', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300279', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601452', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002474', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300274', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002477', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601452', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300274', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601771', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601452', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002476', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300274', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601770', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601452', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300275', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601770', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002476', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601452', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300276', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002476', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601770', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601321', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300276', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601773', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002476', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601321', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300276', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300277', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002476', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601321', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300277', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002471', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601321', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300270', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002471', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601321', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300271', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002471', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300271', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601458', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002470', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300271', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601772', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601459', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002470', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601459', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300271', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601779', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002470', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601328', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601779', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300271', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002473', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300272', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601779', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601328', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002473', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601778', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300272', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601328', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002473', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601908', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300272', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601328', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002472', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601908', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300272', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601329', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002472', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601908', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300273', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601329', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002472', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601909', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300273', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601329', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601909', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300273', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600325', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601909', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300447', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('600325', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('300447', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601902', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('600324', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300447', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601902', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('600327', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('601900', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('300447', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('600327', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002479', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('601901', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('300447', 2, <type 'exceptions.Exception'>, ':', HTTPError())
('002478', 1, <type 'exceptions.Exception'>, ':', HTTPError())
('600327', 3, <type 'exceptions.Exception'>, ':', HTTPError())
('601901',
