678719297	2	0.94	1	40	1	1	0	1	1	0	0
608397952	2	-46.45	1	80	3	1000	0	1	0	0	0
608397412	2	-31.19	1	80	3	2000	0	1	0	0	0
706179869	2	0.10	1	60	2	1000	0	1	0	0	0
608398624	2	-5.62	1	40	1	10	0	1	0	0	0
615352068	2	-3.50	1	100	4	10	0	1	0	0	0
613540814	2	6.82	1	40	1	100	0	1	0	0	0
608396857	2	6.24	1	40	1	1	0	1	0	0	0
608399146	2	1.30	1	100	4	1000	0	1	0	0	0
713656034	2	3.07	1	0	5	10	0	1	0	0	0
608396614	2	7.48	1	100	4	10	0	1	1	0	0
615349647	2	1.52	1	40	1	10	0	1	0	0	0
705285788	2	0.00	1	100	4	10	0	1	0	0	0
615349974	2	-18.17	1	40	1	1000	0	1	0	0	0
615350040	2	2.69	1	20	0	5000000	0	1	0	0	0
613540430	2	-45.44	1	80	3	1000	0	1	0	0	0
617292271	2	-1.10	1	40	1	1000	0	1	0	0	0
608399128	2	-3.42	1	100	4	10	0	1	0	0	0
608397496	2	-45.15	1	80	3	1000	0	1	0	0	0
615351414	2	2.29	1	20	0	5000000	0	1	0	0	0
608396470	2	2.22	1	20	0	5000000	0	1	0	0	0
615350523	2	-29.67	1	80	3	10	0	1	0	0	0
615352020	2	-18.92	1	100	4	10	0	1	0	0	0
613542620	2	-26.00	1	80	3	1000	0	1	0	0	0
490641409	2	2.04	1	20	0	1	0	1	0	0	0
615351369	2	7.31	1	40	1	10	0	1	0	0	0
615350844	2	2.20	1	20	0	5000000	0	1	0	0	0
613540319	2	3.47	1	40	1	10	0	1	0	0	0
608396719	2	-19.72	1	80	3	1	0	1	0	0	0
615350886	2	8.72	1	40	1	10	0	1	0	0	0
613541372	2	3.84	1	40	1	1000	0	1	0	0	0
741431744	2	0.10	1	0	5	1	0	1	1	0	0
613542146	2	-50.68	1	80	3	10	0	1	0	0	0
615349653	2	2.95	1	40	1	10	0	1	1	0	0
613540790	2	-15.31	1	80	3	1000	0	1	0	0	0
608397772	2	-7.20	1	40	1	1	0	1	0	0	0
615350784	2	2.19	1	20	0	0	0	1	0	0	0
711544668	2	-10.60	1	0	5	10	0	1	0	0	0
608397307	2	5.66	1	40	1	5000	0	1	0	0	0
613540439	2	-48.57	1	80	3	1000	0	1	0	0	0
615349563	2	3.65	1	40	1	1000	0	1	1	0	0
608398669	2	-22.85	1	100	4	10	0	1	0	0	0
667962333	2	1.20	1	80	3	1000	0	1	0	0	0
613541015	2	-22.68	1	80	3	10	0	1	0	0	0
615351942	2	2.52	1	80	3	10	0	1	0	0	0
608398993	2	3.00	1	80	3	100	0	1	0	0	0
608398069	2	2.24	1	20	0	5000000	0	1	0	0	0
