703754523	0	15.00	1	100	4	100000	0	0	1	1	1
754987242	0	15.00	12	100	4	1	1	0	1	1	1
615674363	0	16.80	1	100	4	100	1	0	0	0	1
719546252	0	15.00	1	100	4	100	1	0	0	0	1
718650351	0	9.50	3	100	4	100	0	0	1	1	1
758612111	0	15.00	1	100	4	100	1	0	0	0	1
376853232	0	10.50	1	100	4	100	1	0	0	1	1
716505921	0	15.00	1	100	4	100	0	0	0	0	1
651613946	0	11.20	1	100	4	50	0	0	1	1	1
709278788	0	14.00	1	100	4	500	1	0	0	1	1
499144145	0	15.00	1	100	4	100	1	0	1	1	1
549062958	0	12.00	12	100	4	100	0	0	1	1	1
697674622	0	15.00	6	100	4	1	0	0	0	0	1
607159058	0	12.50	12	100	4	1000	1	0	0	0	1
598089577	0	7.00	1	100	4	1000	1	0	0	0	1
549051441	0	11.00	6	100	4	100	0	0	1	1	1
670429550	0	15.00	1	100	4	100	1	0	0	0	1
749906840	0	15.20	1	100	4	100	1	0	0	0	1
689622170	0	8.80	1	100	4	1	0	0	1	1	1
639315121	0	18.00	5	100	4	1	0	0	1	1	1
645204378	0	6.50	1	100	4	1000	1	0	0	0	1
753574058	1	29.99	6	100	4	1000000	0	0	0	0	0
693632131	0	15.00	1	100	4	50	0	0	0	0	1
719527014	0	14.65	3	100	4	100	1	0	1	1	1
527180818	0	10.00	6	100	4	100	0	0	0	1	1
759585081	0	7.50	2	100	4	100	1	0	0	1	1
489674327	0	15.00	1	100	4	100	1	0	1	1	1
623616039	0	16.80	1	100	4	100	1	0	0	0	1
609161618	0	14.00	12	100	4	100	1	0	0	1	1
608801858	0	15.00	1	100	4	100	1	0	0	1	1
617502080	0	7.00	3	100	4	5000	1	0	1	1	1
694579622	0	8.88	1	100	4	100	1	0	1	1	1
712628563	0	12.18	2	100	4	100	1	0	1	1	1
518693816	0	15.00	1	100	4	1000	1	0	0	0	1
711057994	0	8.80	1	100	4	50	0	0	1	1	1
746952587	0	18.00	12	100	4	100	1	0	0	0	1
592122852	0	14.00	1	100	4	100	1	0	0	1	1
573386629	0	10.50	3	100	4	100	1	0	0	1	1
659158143	0	13.00	3	100	4	100	1	0	0	0	1
641061997	0	18.00	15	100	4	1	0	0	1	1	1
626928750	0	16.80	1	100	4	100	1	0	0	0	1
762134920	0	6.00	1	100	4	100	1	0	0	0	1
618537203	0	16.80	1	100	4	100	1	0	0	0	1
619308975	0	10.00	1	100	4	100	1	0	1	0	1
490319587	0	15.00	1	100	4	1	0	0	0	0	1
702032328	0	12.00	1	100	4	50	0	0	1	-1	1
552005873	0	15.00	1	100	4	100	1	0	1	1	1
742025898	0	12.00	1	100	4	100	0	0	0	1	1
347845719	0	8.00	2	100	4	100	1	0	0	0	1
759212539	0	12.00	1	100	4	1	0	0	0	0	1
498281545	0	15.00	1	100	4	100	1	0	1	1	1
666373550	0	14.00	1	100	4	100	0	0	1	1	1
769356921	0	7.00	1	100	4	100	1	0	0	0	1
745761053	0	8.25	1	100	4	100	1	0	1	1	1
602703986	0	14.00	1	100	4	500	1	0	0	1	1
740248604	0	15.00	1	100	4	100	1	0	0	0	1
641279354	0	15.00	1	100	4	100	1	0	0	0	1
719527143	0	14.74	6	100	4	100	1	0	1	1	1
505210094	0	9.88	1	100	4	1	1	0	1	1	1
719614922	0	13.00	3	100	4	1000	0	0	0	0	1
692167301	0	13.80	1	100	4	100	0	0	1	1	1
632465388	0	13.00	1	100	4	100	1	0	0	0	1
588517063	0	8.00	3	100	4	1000	1	0	0	0	1
753222953	0	8.50	3	100	4	50000	1	0	0	0	1
650083028	0	16.00	1	100	4	100	1	0	0	1	1
723448011	1	29.99	6	100	4	1000000	0	0	0	0	0
734392740	0	18.00	1	100	4	50	0	0	0	0	1
365328941	0	17.00	6	100	4	100	1	0	1	1	1
346973365	1	17.00	12	100	4	3000000	0	0	1	0	0
687011623	0	13.80	3	100	4	100	0	0	1	1	1
557320969	0	8.00	1	100	4	100	0	0	1	1	1
763196581	0	17.00	1	100	4	100	0	0	1	1	1
753287465	0	7.00	1	100	4	1000	1	0	0	0	1
687521727	0	8.80	12	100	4	100	1	0	1	1	1
542087248	0	10.00	3	100	4	100	1	0	1	1	1
652246057	0	13.00	1	100	4	100	1	0	0	0	1
759721876	0	15.00	1	100	4	100	0	0	1	1	1
369764725	0	10.00	3	100	4	100	1	0	0	1	1
760915230	1	7.20	12	100	4	3000000	0	0	1	1	1
588817626	1	17.00	12	100	4	1000000	0	0	1	0	0
664660566	0	13.50	24	100	4	1000	1	0	0	0	1
714439387	0	13.00	3	100	4	1000	0	0	0	0	1
498959408	0	12.00	1	100	4	100	1	0	1	1	1
486330710	0	15.00	3	100	4	1	0	0	0	0	1
577671806	0	14.80	6	100	4	100	1	0	0	0	1
746060177	0	15.20	6	100	4	100	1	0	0	0	1
616646593	0	16.80	1	100	4	100	1	0	0	0	1
708779154	0	15.00	1	100	4	50	0	0	0	0	1
619970896	0	16.80	1	100	4	100	1	0	0	0	1
677611074	0	9.00	3	100	4	100	1	0	0	1	1
657336803	0	13.00	12	100	4	100	1	0	0	0	1
